Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Purchase #	Date	Supplier Invoice #	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Shipping Date	Tax Code	Non-GST Amount	GST Amount	Import Duty Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight Import Duty Amount	Purchase Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	Amount Paid	Category	Order	Received	Billed	Location ID	Card ID	Record ID

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		007130-1	20/07/2016	INV 26630		P	JL_HL_8~16_W	280	8~16 oz Hot Sipper Lid (White)	$19.93	$21.923	0%	$5,580.40	$6,138.44			Purchase; REMAPAK PTY LTD		GST	$0.00	$558.04	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$6,138.44			280	280	Location1	00000628	411

REMAPAK PTY LTD		SCT Brisbane	30 Bellrick Street	Acacia Ridge QLD 4110	Then to be onforwarded by our freight company to: 		00007219	21/07/2016	INV 26637	REMA DIRECT	P	JL_HL_8~16_W	56	8~16 oz Hot Sipper Lid (White)	$19.98	$21.978	0%	$1,118.88	$1,230.77			Purchase; REMAPAK PTY LTD	25/07/2016	GST	$0.00	$111.89	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,230.77			56	56	Location1	00000628	411

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007264	21/07/2016	FC 243069		P	PPL_DW_12	1	Cafe The Prevue 12oz Double Wall	$90.00	$99.00	0%	$90.00	$99.00			Purchase; kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		007061-2	21/07/2016	INV 26643		P	JL_HL_T8_W	64	8ozTHot Sipper Lid (White)	$18.53	$20.383	0%	$1,185.92	$1,304.51			Purchase; REMAPAK PTY LTD		GST	$0.00	$118.59	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,532.20			64	64	Location1	00000628	411
REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		007061-2	21/07/2016	INV 26643		P	JL_HL_8~16_W	56	8~16 oz Hot Sipper Lid (White)	$19.93	$21.923	0%	$1,116.08	$1,227.69			Purchase; REMAPAK PTY LTD		GST	$0.00	$111.61	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,532.20			56	56	Location1	00000628	411

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007267	22/07/2016	95465278		E	OP760-230	3,124	Performa Brill 760x1250 215GSM	$1.62	$1.782	0%	$5,060.88	$5,566.97			Purchase; SPICERS		GST	$0.00	$506.09	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$5,566.97			3,124	3,124	Location1	AC #:126630	381

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007268	22/07/2016	FC 243274		P	PPL_DW_08T	1	Porter Davis 8ozt Double Wall (trad. Shape)	$70.00	$77.00	0%	$70.00	$77.00			Purchase; kirk Group		GST	$0.00	$7.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$77.00			1	1		*None	450

FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007269	22/07/2016	2000704285		P	INK-CP	45,000	PROCESS MAGENTA	$0.0154	$0.0169	0%	$690.75	$759.83			Purchase; FLINT GROUP		GST	$0.00	$69.08	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,669.25			45,000	45,000	Location1	90011404	25
FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007269	22/07/2016	2000704285		P	INK-CP	10,000	DEFOAMER 6 5KG	$0.0153	$0.0168	0%	$153.10	$168.41			Purchase; FLINT GROUP		GST	$0.00	$15.31	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,669.25			10,000	10,000	Location1	90011404	25
FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007269	22/07/2016	2000704285		P	INK-CP	45,000	485 RED 15KG	$0.015	$0.0165	0%	$673.65	$741.01			Purchase; FLINT GROUP		GST	$0.00	$67.36	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,669.25			45,000	45,000	Location1	90011404	25

REMAPAK PTY LTD		Direct Hospitality Shepparton	4 Mercury Drive 	(Open 8am - 5pm Monday to Friday)	Shepparton  VIC  3630		00007233	24/07/2016	INV 26640	REMA DIRECT	P	JL_HL_8~16_B	224	8~16 oz Hot Sipper Lid (Black)	$21.01	$23.111	0%	$4,706.24	$5,176.86			Purchase; REMAPAK PTY LTD		GST	$0.00	$470.62	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$5,176.86			224	224	Location1	00000628	411

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007130	25/07/2016	INV 26654		P	JL_HL_8~16_W	56	8~16 oz Hot Sipper Lid (White)	$19.93	$21.923	0%	$1,116.08	$1,227.69			Purchase; REMAPAK PTY LTD		GST	$0.00	$111.61	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,227.69			56	56	Location1	00000628	411

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007218	25/07/2016	INV 26655		P	JL_HL_8~16_W	224	8~16 oz Hot Sipper Lid (White)	$19.98	$21.978	0%	$4,475.52	$4,923.07			Purchase; REMAPAK PTY LTD		GST	$0.00	$447.55	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$12,688.37			224	224	Location1	00000628	411
REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007218	25/07/2016	INV 26655		P	JL_HL_8~16_B	336	8~16 oz Hot Sipper Lid (Black)	$21.01	$23.111	0%	$7,059.36	$7,765.30			Purchase; REMAPAK PTY LTD		GST	$0.00	$705.94	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$12,688.37			336	336	Location1	00000628	411

Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007277	25/07/2016	INV 85553		P	CLEANINGCL	10	Cleaning Cloth T/Shirt - 10Kg	$17.50	$19.25	0%	$175.00	$192.50			Purchase; Auspak Paper Products		GST	$0.00	$17.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$275.00			10	10		*None	211
Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007277	25/07/2016	INV 85553		P	DISGLLGE	1	Disp Glove Large Latex 1,000	$75.00	$82.50	0%	$75.00	$82.50			Purchase; Auspak Paper Products		GST	$0.00	$7.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$275.00			1	1		*None	211

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007280	25/07/2016	FC 243465		P	PPL_IC_03	1	Acelity 3oz Ice Cream	$50.00	$55.00	0%	$50.00	$55.00			Purchase; kirk Group		GST	$0.00	$5.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$55.00			1	1		*None	450

ORIGIN		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007291	25/07/2016	97387890		P	LPG GAS CYL	4	Exchange Cyl Forklift 15kg	$19.9545	$21.95	0%	$79.82	$87.80			Purchase; ORIGIN		GST	$0.00	$7.98	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$87.80			4	4		5600462779	360

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007334	25/07/2016	FC 243465		P	PPL_IC_03	1	Acelity 3oz Ice Cream	$50.00	$55.00	0%	$50.00	$55.00			Purchase; kirk Group		GST	$0.00	$5.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$55.00			1	1		*None	450

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		007061-3	25/07/2016	INV 26668		P	JL_HL_8~16_W	280	8~16 oz Hot Sipper Lid (White)	$19.93	$21.923	0%	$5,580.40	$6,138.44			Purchase; REMAPAK PTY LTD		GST	$0.00	$558.04	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$6,138.44			280	280	Location1	00000628	411

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		007232-1	25/07/2016	INV 26659		P	JL_HLS_4_W	57	4oz Hot SIP Lid (1,000) White	$17.12	$18.8319	0%	$975.84	$1,073.42			Purchase; REMAPAK PTY LTD		GST	$0.00	$97.58	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,364.34			57	57	Location1	00000628	411
REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		007232-1	25/07/2016	INV 26659		P	JL_HLS_4_B	115	4oz Hot SIP Lid (1,000) Black	$18.11	$19.921	0%	$2,082.65	$2,290.92			Purchase; REMAPAK PTY LTD		GST	$0.00	$208.27	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,364.34			115	115	Location1	00000628	411

REMAPAK PTY LTD		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00007186	26/07/2016	INV 26677	REMA DIRECT	P	JL_HL_8~16_W	112	8~16 oz Hot Sipper Lid (White)	$19.98	$21.978	0%	$2,237.76	$2,461.54		REQUIRED A.S.A.P.	Purchase; REMAPAK PTY LTD	19/07/2016	GST	$0.00	$223.78	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,461.54			112	112	Location1	00000628	411

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007285	26/07/2016	95466723		E	OP250-230	2,075	Performa Brill 250x1250 215GSM	$1.435	$1.5785	0%	$2,977.63	$3,275.39			Purchase; SPICERS		GST	$0.00	$297.76	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$3,275.39			2,075	2,075	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007286	26/07/2016	95466724		E	SP275-313	3,081	275mm295+18PE Cupforma Special	$1.85	$2.035	0%	$5,699.85	$6,269.84			Purchase; SPICERS		GST	$0.00	$569.99	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$6,269.84			3,081	3,081	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007287	27/07/2016	95467312		E	SP355-313	3,794	355mm295+18PE Cupforma Special	$1.923	$2.1153	0%	$7,295.86	$8,025.45			Purchase; SPICERS		GST	$0.00	$729.59	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$8,025.45			3,794	3,794	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007288	27/07/2016	95467313		E	OP275-230	2,185	Performa Brill 275x1250 215GSM	$1.62	$1.782	0%	$3,539.70	$3,893.67			Purchase; SPICERS		GST	$0.00	$353.97	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$3,893.67			2,185	2,185	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007294	27/07/2016	95467551		E	IP730-278	9,545	Cup Forma Nat 730mm 260+18PE	$1.495	$1.6445	0%	$14,269.78	$15,696.76			Purchase; SPICERS		GST	$0.00	$1,426.98	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$15,696.76			9,545	9,545	Location1	AC #:126630	381

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007297	27/07/2016	FC 243963		P	PPL_DW_04	2	Zouki Epworth Geelong 4oz Double Wall	$45.00	$49.50	0%	$90.00	$99.00			Purchase; kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007300	27/07/2016	FC 243960		P	PPL_DW_12	2	Quad Cafe Map 12oz Double Wall	$90.00	$99.00	0%	$180.00	$198.00			Purchase; kirk Group		GST	$0.00	$18.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$198.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007301	27/07/2016	FC 243967		P	PPL_SW_08T	2	Chow Bella 8ozt Single Wall (trad. Shape)	$70.00	$77.00	0%	$140.00	$154.00			Purchase; kirk Group		GST	$0.00	$14.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$154.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007302	27/07/2016	FC 243962		P	PPL_DW_16	2	Zouki Epworth Geelong 16oz Double Wall	$90.00	$99.00	0%	$180.00	$198.00			Purchase; kirk Group		GST	$0.00	$18.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$198.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007303	27/07/2016	FC 243966		P	PPL_SW_12	2	Chow Bella 12oz Single Wall	$85.00	$93.50	0%	$170.00	$187.00			Purchase; kirk Group		GST	$0.00	$17.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$187.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007304	27/07/2016	FC 243964		P	PPL_DW_08U	2	Zouki Epworth Geelong 8ozu Double Wall	$75.00	$82.50	0%	$150.00	$165.00			Purchase; kirk Group		GST	$0.00	$15.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$165.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007305	27/07/2016	FC 243961		P	PPL_DW_12	2	Zouki Epworth Geelong 12oz Double Wall	$90.00	$99.00	0%	$180.00	$198.00			Purchase; kirk Group		GST	$0.00	$18.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$198.00			2	2		*None	450

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		007061-4	27/07/2016	INV 26680		P	JL_HL_8~16_W	336	8~16 oz Hot Sipper Lid (White)	$19.93	$21.923	0%	$6,696.48	$7,366.13			Purchase; REMAPAK PTY LTD		GST	$0.00	$669.65	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$7,366.13			336	336	Location1	00000628	411

REMAPAK PTY LTD		Lombard The Paper People	3399 Pacific Highway	SLACKS CREEK  QLD  4127			00007201	28/07/2016	INV 26688	REMA DIRECT	P	JL_HL_8~16_W	56	8~16 oz Hot Sipper Lid (White)	$19.98	$21.978	0%	$1,118.88	$1,230.77			Purchase; REMAPAK PTY LTD	25/07/2016	GST	$0.00	$111.89	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,230.77			56	56	Location1	00000628	411

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007298	28/07/2016	95468399		E	IP675-278	5,416	Cup Forma Nat 675mm 260+18PE	$1.495	$1.6445	0%	$8,096.92	$8,906.61			Purchase; SPICERS		GST	$0.00	$809.69	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$8,906.61			5,416	5,416	Location1	AC #:126630	381

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007313	28/07/2016	FC 244097		P	PPL_IC_05	2	Dayzerts 5oz Ice Cream	$60.00	$66.00	0%	$120.00	$132.00			Purchase; kirk Group		GST	$0.00	$12.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$132.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007314	28/07/2016	FC 244094		P	PPL_DW_08T	1	World Advertising 8ozt Double Wall (trad. Shape)	$70.00	$77.00	0%	$70.00	$77.00			Purchase; kirk Group		GST	$0.00	$7.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$77.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007315	28/07/2016	FC 244098		P	PPL_DW_08U	1	Sandwich Chefs 8ozu Double Wall	$75.00	$82.50	0%	$75.00	$82.50			Purchase; kirk Group		GST	$0.00	$7.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$82.50			1	1		*None	450

REMAPAK PTY LTD		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00007061	29/07/2016	INV 26702	REMA DIRECT	P	JL_HL_8~16_W	56	8~16 oz Hot Sipper Lid (White)	$19.93	$21.923	0%	$1,116.08	$1,227.69			Purchase; REMAPAK PTY LTD	05/07/2016	GST	$0.00	$111.61	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,227.69			56	56	Location1	00000628	411

Oji Fibre Solutions (Carter Holt Harvey)		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007274	29/07/2016	V738943		P	C-Group2	4,720	PD#: 387258 (490x320x550)	$1.04	$1.144	0%	$4,908.80	$5,399.68		REQUIRED ASAP	Purchase; Oji Fibre Solutions (Carter Holt Harvey)		GST	$0.00	$490.88	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$5,399.68			4,720	4,720	Location1	186245	1011

MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007309	29/07/2016	INV 07004		P	INK-CP	11,700	PROCESS CYAN	$0.02	$0.022	0%	$234.00	$257.40			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$23.40	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,900.27			11,700	11,700	Location1	*None	1244
MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007309	29/07/2016	INV 07004		P	INK-CP	13,500	PROCESS MAGENTA	$0.02	$0.022	0%	$270.00	$297.00			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$27.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,900.27			13,500	13,500	Location1	*None	1244
MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007309	29/07/2016	INV 07004		P	INK-CP	12,700	PROCESS YELLOW	$0.02	$0.022	0%	$254.00	$279.40			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$25.40	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,900.27			12,700	12,700	Location1	*None	1244
MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007309	29/07/2016	INV 07004		P	INK-CP	9,000	EXTENDER	$0.02	$0.022	0%	$180.00	$198.00			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$18.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,900.27			9,000	9,000	Location1	*None	1244
MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007309	29/07/2016	INV 07004		P	INK-CP	11,150	DEFOAMER-S	$0.018	$0.0198	0%	$200.70	$220.77			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$20.07	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,900.27			11,150	11,150	Location1	*None	1244
MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007309	29/07/2016	INV 07004		P	INK-CP	12,700	PROCESS YELLOW (SPE)	$0.06	$0.066	0%	$762.00	$838.20			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$76.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,900.27			12,700	12,700	Location1	*None	1244
MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007309	29/07/2016	INV 07004		P	INK-CP	13,750	WARM RED (SPE)	$0.04	$0.044	0%	$550.00	$605.00			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$55.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,900.27			13,750	13,750	Location1	*None	1244
MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007309	29/07/2016	INV 07004		P	INK-CP	10,950	PROCESS BLACK (SPE)	$0.10	$0.11	0%	$1,095.00	$1,204.50			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$109.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,900.27			10,950	10,950	Location1	*None	1244

Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007310	29/07/2016	INV 85601		P	88.002	2	TOILET TISSUE TORK	$26.295	$28.93	0%	$52.59	$57.86			Purchase; Auspak Paper Products		GST	$0.00	$5.27	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$89.54			2	2		*None	211
Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007310	29/07/2016	INV 85601		P	HANDTOWL80	16	Hand Towel 80M-16	$1.80	$1.98	0%	$28.80	$31.68			Purchase; Auspak Paper Products		GST	$0.00	$2.88	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$89.54			16	16		*None	211

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007316	29/07/2016	FC 244274		P	PPL_FC_08	2	Blissful Station Food1 Fc08 280ml	$80.00	$88.00	0%	$160.00	$176.00			Purchase; kirk Group		GST	$0.00	$16.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$176.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007317	29/07/2016	FC 244281		P	PPL_DW_12	1	Duck Over 12oz Double Wall	$90.00	$99.00	0%	$90.00	$99.00			Purchase; kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007318	29/07/2016	FC 244282		P	PPL_DW_16	1	Duck Over 16oz Double Wall	$90.00	$99.00	0%	$90.00	$99.00			Purchase; kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007319	29/07/2016	FC 244280		P	PPL_DW_08T	2	Mawsons Bakery Cafe 8ozt Double Wall (trad. Shape)	$70.00	$77.00	0%	$140.00	$154.00			Purchase; kirk Group		GST	$0.00	$14.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$154.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007320	29/07/2016	FC 244279		P	PPL_DW_16	2	Mawsons Bakery Cafe 16oz Double Wall	$90.00	$99.00	0%	$180.00	$198.00			Purchase; kirk Group		GST	$0.00	$18.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$198.00			2	2		*None	450

Oji Fibre Solutions (Carter Holt Harvey)		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		007274-1	29/07/2016	V738970		P	C-Group2	420	PD#: 387258 (490x320x550)	$1.04	$1.144	0%	$436.80	$480.48			Purchase; Oji Fibre Solutions (Carter Holt Harvey)		GST	$0.00	$43.68	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$480.48			420	420	Location1	186245	1011

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007299	01/08/2016	INV 26703	REMA DIRECT	P	JL_HL_T8_W	192	8ozTHot Sipper Lid (White)	$18.57	$20.427	0%	$3,565.44	$3,921.98		REQUIRED A.S.A.P.	Purchase; REMAPAK PTY LTD		GST	$0.00	$356.54	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,921.98			192	192	Location1	00000628	411

MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007358	01/08/2016	INV 8001		P	INK-CP	14,000	PROCESS MAGENTA (SPE)	$0.06	$0.066	0%	$840.00	$924.00			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$84.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,786.40			14,000	14,000	Location1	*None	1244
MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007358	01/08/2016	INV 8001		P	INK-CP	11,700	PROCESS CYAN (SPE)	$0.02	$0.022	0%	$234.00	$257.40			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$23.40	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,786.40			11,700	11,700	Location1	*None	1244
