Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Purchase #	Date	Supplier Invoice #	Ship Via	Delivery Status	Description	Account #	Amount	Inc-Tax Amount	Job	Comment	Journal Memo	Shipping Date	Tax Code	Non-GST Amount	GST Amount	Import Duty Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight Import Duty Amount	Purchase Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	Amount Paid	Category	Card ID	Record ID

Stripsteel		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007357	03/08/2016	INV 5535		P	300 x PAPER CUP 12MM X 82 MM LONG BLACK	55000	$450.00	$495.00			Purchase; Stripsteel		GST	$0.00	$45.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$495.00		*None	231

Big Pixel Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007350	04/08/2016	INV 3323		P	29/7/2016 ñ 4/8/2016 inclusive	61005	$1,500.00	$1,500.00			Purchase; Big Pixel Pty Ltd		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$1,500.00		*None	1040

XCHANGING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007361	05/08/2016	15/16 actual		P	2015 ~2016 actual	61810	$274.98	$302.48			Purchase; XCHANGING		GST	$0.00	$27.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$302.48		11669993	346

XCHANGING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007362	05/08/2016	2016~2017		P	2016~2017 PREMIUM	61810	$32,155.64	$35,371.20			Purchase; XCHANGING		GST	$0.00	$3,215.56	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$35,371.20		11669993	346

Vodafone		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007365	06/08/2016	1145626615		P	Billing period 05 Jul - 04 Aug 2016	62800	$231.01	$252.83		REQUIRED A.S.A.P.	Purchase; Vodafone		GST	$0.00	$21.82	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$252.83		879286903	1155

TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007416	06/08/2016	49050736		P	1/08/16 402939795 TULLAMARINE/HETHRINGTON S 76 MEL/SYD	56000	$17.52	$19.27			Purchase; TNT Express		GST	$0.00	$1.75	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$637.69		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007416	06/08/2016	49050736		P	1/08/16 402939795 TULLAMARINE/HETHRINGTON S 76 RSD	56000	$5.00	$5.50			Purchase; TNT Express		GST	$0.00	$0.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$637.69		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007416	06/08/2016	49050736		P	1/08/16 403728231 TULLAMARINE/ALCHEMY CORDIAL S 76 MEL/BNE	56000	$153.13	$168.44			Purchase; TNT Express		GST	$0.00	$15.31	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$637.69		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007416	06/08/2016	49050736		P	2/08/16 404461142 TULLAMARINE/BROWN-FORMAN AU S 76 MEL/SYD	56000	$144.44	$158.88			Purchase; TNT Express		GST	$0.00	$14.44	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$637.69		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007416	06/08/2016	49050736		P	3/08/16 405366533 TULLAMARINE/GURU LIFE S 76 MEL/MCE	56000	$162.84	$179.12			Purchase; TNT Express		GST	$0.00	$16.28	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$637.69		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007416	06/08/2016	49050736		P	4/08/16 406389200 TULLAMARINE/BENCHMARK S 76 MEL/BNE	56000	$31.36	$34.50			Purchase; TNT Express		GST	$0.00	$3.14	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$637.69		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007416	06/08/2016	49050736		P	5/08/16 407154414 TULLAMARINE/ZEN SUSHI & GRI S 75 MEL/SYD	56000	$18.40	$20.24			Purchase; TNT Express		GST	$0.00	$1.84	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$637.69		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007416	06/08/2016	49050736		P	5/08/16 407168963 TULLAMARINE/READYBLENDS S 75 MEL/PTH	56000	$42.04	$46.24			Purchase; TNT Express		GST	$0.00	$4.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$637.69		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007416	06/08/2016	49050736		P	5/08/16 407168963 TULLAMARINE/READYBLENDS S 75 RSD	56000	$5.00	$5.50			Purchase; TNT Express		GST	$0.00	$0.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$637.69		ACC:21779000	34

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007417	07/08/2016	900253481		P	4 SLOTS TO GYMPIE QLD (NESTLE AUSTRALIA)	61500	$746.38	$821.02			Purchase; SCT Logistics		GST	$0.00	$74.64	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$821.02		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007418	07/08/2016	900253480		P	2 SLOTS TO POORAKA SA (SAVILL PACKAGING)	61500	$108.40	$119.24			Purchase; SCT Logistics		GST	$0.00	$10.84	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$119.24		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007419	07/08/2016	900253479		P	4 SLOTS TO POORAKA SA (SAVILL PACKAGING)	61500	$200.80	$220.88			Purchase; SCT Logistics		GST	$0.00	$20.08	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$220.88		103617	987

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007376	08/08/2016	INV-1247		P	3,000 Stepping Stone Tumbling Stone	57452	$453.68	$499.05		REQUIRED 18/8/16	Purchase; AA PRINTING		GST	$0.00	$45.37	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$499.05		*None	617

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007377	08/08/2016	INV-1248		P	4,000 Stepping Stone Tumbling Stone	57452	$497.22	$546.94		REQUIRED 18/8/16	Purchase; AA PRINTING		GST	$0.00	$49.72	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$546.94		*None	617

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007378	08/08/2016	INV-1249		P	2,880 Stepping Stone Tumbling Stone	57452	$481.65	$529.82		REQUIRED 18/8/16	Purchase; AA PRINTING		GST	$0.00	$48.17	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$529.82		*None	617

OPTUS Broadband		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007379	08/08/2016	AUG 2016		P	01/8/16 - 31/8/16	62800	$101.95	$112.15		REQUIRED 18/8/16	Purchase; OPTUS Broadband		GST	$0.00	$10.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$112.15		2638889025	763

Express Transport Australia(Vic) Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007432	08/08/2016	ETA0005880		P	DELIVERY OF PLTS - LOMBARD	56000	$100.00	$110.00			Purchase; Express Transport Australia(Vic) Pty Ltd		GST	$0.00	$10.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$110.00		*None	606

Telstra Corp Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007420	09/08/2016	P 657 928 411-8		P	to 01 Aug 2016	62800	$83.62	$91.98			Purchase; Telstra Corp Ltd		GST	$0.00	$8.36	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$91.98		*None	1144

Express Transport Australia(Vic) Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007433	09/08/2016	ETA0005888		P	DELIVERY OF PLTS - MAHALIA	56000	$63.84	$70.22			Purchase; Express Transport Australia(Vic) Pty Ltd		GST	$0.00	$6.38	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$70.22		*None	606

Express Transport Australia(Vic) Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007434	09/08/2016	ETA0005889		P	DELIVERY OF PLTS - LOMBARD	56000	$84.00	$92.40			Purchase; Express Transport Australia(Vic) Pty Ltd		GST	$0.00	$8.40	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$92.40		*None	606

Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007435	09/08/2016	INV 034115		P	02/08/16 PCC532 VIBEHOTELS998 THE PAPER CU VIBE HOTELS MEL SYD	61500	$103.06	$113.37			Purchase; Hi Trans Express		GST	$0.00	$10.31	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,263.21		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007435	09/08/2016	INV 034115		P	03/08/16 PCC533 ICONICGROUP1 THE PAPER CU ICONIC GROU MEL SYD	61500	$103.06	$113.37			Purchase; Hi Trans Express		GST	$0.00	$10.31	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,263.21		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007435	09/08/2016	INV 034115		P	03/08/16 PCC534 NESPRESSO973 THE PAPER CU NESPRESSO c/ MEL SYD	61500	$486.67	$535.34			Purchase; Hi Trans Express		GST	$0.00	$48.67	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,263.21		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007435	09/08/2016	INV 034115		P	04/08/16 PCC535 THE PAPER CU SAVILL PACKA MEL ADE	61500	$206.12	$226.73			Purchase; Hi Trans Express		GST	$0.00	$20.61	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,263.21		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007435	09/08/2016	INV 034115		P	04/08/16 SY15286 PCC529 THE PAPER CU N2 EXTREME MEL SYD	61500	$40.08	$44.09			Purchase; Hi Trans Express		GST	$0.00	$4.01	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,263.21		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007435	09/08/2016	INV 034115		P	08/08/16 PCC536 TCRNSW THE PAPER CU THE COFFEE R MEL SYD	61500	$206.12	$226.73			Purchase; Hi Trans Express		GST	$0.00	$20.61	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,263.21		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007435	09/08/2016	INV 034115		P	Account Fee 1	61500	$3.25	$3.58			Purchase; Hi Trans Express		GST	$0.00	$0.33	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,263.21		8349	716

City West Water-ADINA CRT		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007437	09/08/2016	AUG 2016		P	01 July to 30 Sept 2016	62930	$611.60	$611.60			Purchase; City West Water-ADINA CRT		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$611.60		122438506110	772

Carlton Football Club Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007747	09/08/2016	INV-08441-P5G7C8		A	4 GUESTS AT RAHEEN ON 17/8/2016	61001	$909.09	$1,000.00			Purchase; Carlton Football Club Ltd		GST	$0.00	$90.91	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,030.00		*None	1133
Carlton Football Club Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007747	09/08/2016	INV-08441-P5G7C8		A	CREDIT CARD PROCESSING FEE - 09/08/2016	61001	$27.27	$30.00			Purchase; Carlton Football Club Ltd		GST	$0.00	$2.73	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,030.00		*None	1133

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007396	10/08/2016			P		61006	-$56.71	-$62.38			SPICERS:  Discounts on 00007222		GST	$0.00	-$5.67	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$62.38		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007397	10/08/2016			P		61006	-$20.25	-$22.28			SPICERS:  Discounts on 00007223		GST	$0.00	-$2.03	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$22.28		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007398	10/08/2016			P		61006	-$80.25	-$88.28			SPICERS:  Discounts on 00007224		GST	$0.00	-$8.03	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$88.28		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007399	10/08/2016			P		61006	-$50.61	-$55.67			SPICERS:  Discounts on 00007267		GST	$0.00	-$5.06	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$55.67		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007400	10/08/2016			P		61006	-$29.77	-$32.75			SPICERS:  Discounts on 00007285		GST	$0.00	-$2.98	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$32.75		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007401	10/08/2016			P		61006	-$57.00	-$62.70			SPICERS:  Discounts on 00007286		GST	$0.00	-$5.70	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$62.70		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007402	10/08/2016			P		61006	-$72.95	-$80.25			SPICERS:  Discounts on 00007287		GST	$0.00	-$7.30	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$80.25		AC #:126630	381

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007404	10/08/2016	INV-1253		P	3,000 Amex 3oz IC Digital Printing	57452	$331.37	$364.51			Purchase; AA PRINTING		GST	$0.00	$33.14	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$364.51		*None	617

Carlton Football Club Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007421	10/08/2016	DON-016063		A	Carlton Blues Foundation	61001	$3,000.00	$3,000.00			Purchase; Cartlton Football Club Ltd		N-T	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,000.00		*None	1133

Carlton Football Club Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007608	10/08/2016	DON-016064		A	Carlton Blues Foundation	61001	$3,000.00	$3,000.00		REQUIRED by 13/9/16	Purchase; Cartlton Football Club Ltd		N-T	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,000.00		*None	1133

COLES EXPRESS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007740	10/08/2016	100816		P	PETROL	62601	$80.14	$88.15			Purchase; COLES EXPRESS		GST	$0.00	$8.01	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$88.15		*None	732

Big Pixel Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007438	11/08/2016	INV 3324		P	5/8/2016 ñ 11/8/2016 inclusive	61005	$1,500.00	$1,500.00			Purchase; Big Pixel Pty Ltd		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$1,500.00		*None	1040

AUSTRALIAN SPORTS FOUNDATION LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007453	11/08/2016	DON-016063		P	beneficiary: Carlton Football Club Limited	61019	$3,000.00	$3,000.00			Purchase; AUSTRALIAN SPORTS FOUNDATION LTD		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,000.00		*None	1253

AUSTRALIAN SPORTS FOUNDATION LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007454	11/08/2016	DON-016064		P	beneficiary: Carlton Football Club Limited	61019	$3,000.00	$3,000.00			Purchase; AUSTRALIAN SPORTS FOUNDATION LTD		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,000.00		*None	1253

PEAK PERFORMERS CHALLENGE		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007455	11/08/2016	INV-3302		P	Sponsor, Advertising at PPC16 walkathon event raising funds for Glenvale School Nathalia	61019	$500.00	$500.00			Purchase; PEAK PERFORMERS CHALLENGE		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$500.00		*None	1254

TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007464	13/08/2016	49097135		P	9/08/16 409015703 TULLAMARINE/MINI MELTS ADEL S 76 MEL/ADL	56000	$50.66	$55.73			Purchase; TNT Express		GST	$0.00	$5.07	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$186.37		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007464	13/08/2016	49097135		P	10/08/16 409787420 TULLAMARINE/DIRECT HOSPITAT S 76 MEL/SHP	56000	$17.52	$19.27			Purchase; TNT Express		GST	$0.00	$1.75	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$186.37		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007464	13/08/2016	49097135		P	10/08/16 409793775 TULLAMARINE/PRINT MEDIA GRO S 76 MEL/BNE	56000	$41.06	$45.16			Purchase; TNT Express		GST	$0.00	$4.10	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$186.37		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007464	13/08/2016	49097135		P	11/08/16 410640775 TULLAMARINE/THE SCOOP ARTIS S 75 MEL/SYD	56000	$13.14	$14.46			Purchase; TNT Express		GST	$0.00	$1.32	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$186.37		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007464	13/08/2016	49097135		P	11/08/16 410749533 TULLAMARINE/JULIETTE ANICH S 75 MEL/VC1	56000	$13.14	$14.45			Purchase; TNT Express		GST	$0.00	$1.31	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$186.37		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007464	13/08/2016	49097135		P	11/08/16 410749533 TULLAMARINE/JULIETTE ANICH S 75 RSD	56000	$5.00	$5.50			Purchase; TNT Express		GST	$0.00	$0.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$186.37		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007464	13/08/2016	49097135		P	11/08/16 410751250 TULLAMARINE/TAILORED PACKAG S 75 MEL/PTH	56000	$28.91	$31.80			Purchase; TNT Express		GST	$0.00	$2.89	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$186.37		ACC:21779000	34

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007449	14/08/2016	900254233		P	2 SLOTS TO MURARRIE QLD (SSS AUSTRALIA)	61500	$185.58	$204.14			Purchase; SCT Logistics		GST	$0.00	$18.56	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$204.14		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007450	14/08/2016	900254234		P	3 SLOTS TO CHATSWOOD NSW (SEOEN CREATIVE)	61500	$162.79	$179.07			Purchase; SCT Logistics		GST	$0.00	$16.28	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$179.07		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007451	14/08/2016	900254235		P	2 SLOTS TO SPRING HILL QLD (THE JOHNSON HOTEL)	61500	$185.58	$204.14			Purchase; SCT Logistics		GST	$0.00	$18.56	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$204.14		103617	987

KUEN YUH MACHINERY ENGINEERING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007452	14/08/2016	KQ1608044		P	SPARE PARTS ( USD )	62520	$8,132.00	$8,132.00			Purchase; KUEN YUH MACHINERY ENGINEERING		N-T	$0.00	$0.00	$0.00			N-T	$0.00	$0.00	$0.00	B			5	1	30	0	$8,132.00		*None	802

Express Transport Australia(Vic) Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007473	15/08/2016	ETA0005916		P	DELIVERY OF PLTS - MAHALIA	56000	$63.84	$70.22		REQUIRED A.S.A.P.	Purchase; Express Transport Australia(Vic) Pty Ltd		GST	$0.00	$6.38	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$70.22		*None	606

Westpac Life Insurance		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007448	16/08/2016	AUG 2016		P	Insurance Premium AUGUST 2016	61812	$299.53	$299.53			Purchase; Westpac Life Insurance		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$299.53		*None	747

Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	3 Aug 35170 JANE/JOHN ICM8 N TULLAMARINE BENTLEIGH EAST	61500	$34.69	$38.16			Purchase; Exp Couriers		GST	$0.00	$3.47	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	3 Aug 35177 JANE/JOHN ROCCO & CO N TULLAMARINE PORT MELBOURNE	61500	$93.25	$102.58			Purchase; Exp Couriers		GST	$0.00	$9.33	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	9 Aug 37759 JANE EXQUISINE NO TULLAMARINE THORNBURY	61500	$31.38	$34.52			Purchase; Exp Couriers		GST	$0.00	$3.14	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	10 Aug 37803 JANE/JOHN THE PARLOUR N TULLAMARINE CHELTENHAM	61500	$37.54	$41.29			Purchase; Exp Couriers		GST	$0.00	$3.75	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	10 Aug 37825 JANE/JOHN PHO NOM N TULLAMARINE MELBOURNE UNI	61500	$44.72	$49.19			Purchase; Exp Couriers		GST	$0.00	$4.47	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	10 Aug 37993 JANE/JOHN TOTAL OFFICE N TULLAMARINE COBURG	61500	$103.50	$113.85			Purchase; Exp Couriers		GST	$0.00	$10.35	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	11 Aug 38727 JANE/JOHN N2 EXTREME G N TULLAMARINE FITZROY	61500	$17.99	$19.79			Purchase; Exp Couriers		GST	$0.00	$1.80	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
