Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Invoice #	Date	Customer PO	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Salesperson Last Name	Salesperson First Name	Shipping Date	Referral Source	Tax Code	Non-GST Amount	GST Amount	LCT Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight LCT Amount	Sale Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Amount Paid	Payment Method	Payment Notes	Name on Card	Card Number	Expiry Date	Authorisation Code	BSB	Account Number	Drawer/Account Name	Cheque Number	Category	Location ID	Card ID	Record ID

Mr Perkins Pty Ltd		Mr Perkins Pty Ltd	Unit 1B, 56 Military Road	Dover Heights  NSW  2030	Call Candice prior to delivery to ensure availibility		00009709	22/07/2016	26/6	SCT Logistics	A	C457_MRPERKINS_SW_06_MRPERK	11	6.5oz S/W (1,800) Mr Perkins	$108.00	$118.80	0%	$1,188.00	$1,306.80		4 HALF PALLETS - HAND UNLOAD	Sale; Mr Perkins			26/07/2016		GST	$0.00	$118.80	$0.00	$365.05	$401.56	GST	$0.00	$36.51	$0.00	I			1	0	0	0	0	$7,687.96												Location1	C457	1230
Mr Perkins Pty Ltd		Mr Perkins Pty Ltd	Unit 1B, 56 Military Road	Dover Heights  NSW  2030	Call Candice prior to delivery to ensure availibility		00009709	22/07/2016	26/6	SCT Logistics	A	TPCC_SW_06_PBOX	8	6.5oz S/W (75) Part Box of 600 Cups	$4.50	$4.95	0%	$36.00	$39.60		4 HALF PALLETS - HAND UNLOAD	Sale; Mr Perkins			26/07/2016		GST	$0.00	$3.60	$0.00	$365.05	$401.56	GST	$0.00	$36.51	$0.00	I			1	0	0	0	0	$7,687.96												Location1	C457	1230
Mr Perkins Pty Ltd		Mr Perkins Pty Ltd	Unit 1B, 56 Military Road	Dover Heights  NSW  2030	Call Candice prior to delivery to ensure availibility		00009709	22/07/2016	26/6	SCT Logistics	A	C457_MRPERKINS_SW_08T_MRPERK	15	8ozT S/W (1,000) Mr Perkins	$68.00	$74.80	0%	$1,020.00	$1,122.00		4 HALF PALLETS - HAND UNLOAD	Sale; Mr Perkins			26/07/2016		GST	$0.00	$102.00	$0.00	$365.05	$401.56	GST	$0.00	$36.51	$0.00	I			1	0	0	0	0	$7,687.96												Location1	C457	1230
Mr Perkins Pty Ltd		Mr Perkins Pty Ltd	Unit 1B, 56 Military Road	Dover Heights  NSW  2030	Call Candice prior to delivery to ensure availibility		00009709	22/07/2016	26/6	SCT Logistics	A	C457_MRPERKINS_SW_12_MRPERK	15	12oz S/W (1,000) Mr Perkins	$80.00	$88.00	0%	$1,200.00	$1,320.00		4 HALF PALLETS - HAND UNLOAD	Sale; Mr Perkins			26/07/2016		GST	$0.00	$120.00	$0.00	$365.05	$401.56	GST	$0.00	$36.51	$0.00	I			1	0	0	0	0	$7,687.96												Location1	C457	1230
Mr Perkins Pty Ltd		Mr Perkins Pty Ltd	Unit 1B, 56 Military Road	Dover Heights  NSW  2030	Call Candice prior to delivery to ensure availibility		00009709	22/07/2016	26/6	SCT Logistics	A	PPL_SW_06	1	6.5oz  Printing Plate	$220.00	$242.00	0%	$220.00	$242.00		4 HALF PALLETS - HAND UNLOAD	Sale; Mr Perkins			26/07/2016		GST	$0.00	$22.00	$0.00	$365.05	$401.56	GST	$0.00	$36.51	$0.00	I			1	0	0	0	0	$7,687.96													C457	1230
Mr Perkins Pty Ltd		Mr Perkins Pty Ltd	Unit 1B, 56 Military Road	Dover Heights  NSW  2030	Call Candice prior to delivery to ensure availibility		00009709	22/07/2016	26/6	SCT Logistics	A	PPL_SW_08T	1	8ozT S/W Printing Plate	$220.00	$242.00	0%	$220.00	$242.00		4 HALF PALLETS - HAND UNLOAD	Sale; Mr Perkins			26/07/2016		GST	$0.00	$22.00	$0.00	$365.05	$401.56	GST	$0.00	$36.51	$0.00	I			1	0	0	0	0	$7,687.96													C457	1230
Mr Perkins Pty Ltd		Mr Perkins Pty Ltd	Unit 1B, 56 Military Road	Dover Heights  NSW  2030	Call Candice prior to delivery to ensure availibility		00009709	22/07/2016	26/6	SCT Logistics	A	PPL_SW_12	1	12oz S/W Printing Plate	$240.00	$264.00	0%	$240.00	$264.00		4 HALF PALLETS - HAND UNLOAD	Sale; Mr Perkins			26/07/2016		GST	$0.00	$24.00	$0.00	$365.05	$401.56	GST	$0.00	$36.51	$0.00	I			1	0	0	0	0	$7,687.96													C457	1230
Mr Perkins Pty Ltd		Mr Perkins Pty Ltd	Unit 1B, 56 Military Road	Dover Heights  NSW  2030	Call Candice prior to delivery to ensure availibility		00009709	22/07/2016	26/6	SCT Logistics	A	JL_HLS_6_B	20	6.5oz Sipper Lid (1,000) Black	$50.00	$55.00	0%	$1,000.00	$1,100.00		4 HALF PALLETS - HAND UNLOAD	Sale; Mr Perkins			26/07/2016		GST	$0.00	$100.00	$0.00	$365.05	$401.56	GST	$0.00	$36.51	$0.00	I			1	0	0	0	0	$7,687.96												Location1	C457	1230
Mr Perkins Pty Ltd		Mr Perkins Pty Ltd	Unit 1B, 56 Military Road	Dover Heights  NSW  2030	Call Candice prior to delivery to ensure availibility		00009709	22/07/2016	26/6	SCT Logistics	A	JL_HL_T8_B	15	8ozT Hot Sipper Lid (Black)	$45.00	$49.50	0%	$675.00	$742.50		4 HALF PALLETS - HAND UNLOAD	Sale; Mr Perkins			26/07/2016		GST	$0.00	$67.50	$0.00	$365.05	$401.56	GST	$0.00	$36.51	$0.00	I			1	0	0	0	0	$7,687.96												Location1	C457	1230
Mr Perkins Pty Ltd		Mr Perkins Pty Ltd	Unit 1B, 56 Military Road	Dover Heights  NSW  2030	Call Candice prior to delivery to ensure availibility		00009709	22/07/2016	26/6	SCT Logistics	A	JL_HL_8~16_B	15	8~16 oz Hot Sipper Lid (Black)	$55.00	$60.50	0%	$825.00	$907.50		4 HALF PALLETS - HAND UNLOAD	Sale; Mr Perkins			26/07/2016		GST	$0.00	$82.50	$0.00	$365.05	$401.56	GST	$0.00	$36.51	$0.00	I			1	0	0	0	0	$7,687.96												Location1	C457	1230

Savill Packaging Pty Ltd		Savill Packaging Pty Ltd	65 Langford Street,	Pooraka  S.A.  5095			00009803	22/07/2016	M19032 CBTB	SCT	A	C204_SAVPAK_DW_12_CBTB	33	12oz D/W (500) Coffee By The Bean	$42.50	$46.75	0%	$1,402.50	$1,542.75		1 pallet for exchange	Sale; Savill Packaging Pty Ltd			22/07/2016		GST	$0.00	$140.25	$0.00	$115.62	$127.18	GST	$0.00	$11.56	$0.00	I			2	0	30	0	0	$1,669.93	EFT											Location1	C204	482

AXI-KEM PTY. LTD.		AXI-KEM PTY. LTD.	Guilford General Transport	110 Castro Way	(Enter via northern gate - closest to Paramount Blvd)		00009814	22/07/2016	AF050716 Lids	ETA	A	JL_HL_8~16_W	42	8~16 oz Hot Sipper Lid (White)	$35.00	$38.50	0%	$1,470.00	$1,617.00		x1 pallet at 1.8m	Sale; AXI-KEM PTY. LTD.			22/07/2016		GST	$0.00	$147.00	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$1,617.00	EFT											Location1	C236	523

AXI-KEM PTY. LTD.		AXI-KEM PTY. LTD.	Guilford General Transport	110 Castro Way	(Enter via northern gate - closest to Paramount Blvd)		00009815	22/07/2016	AF060716	EXP	A	C236_AXIKEM_DW_08_AMANTI	25	8ozU D/W (600) Amanti (Orange)	$45.00	$49.50	0%	$1,125.00	$1,237.50		x3 pallets at 1.8m	Sale; AXI-KEM PTY. LTD.			22/07/2016		GST	$0.00	$112.50	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$3,717.45	EFT											Location1	C236	523
AXI-KEM PTY. LTD.		AXI-KEM PTY. LTD.	Guilford General Transport	110 Castro Way	(Enter via northern gate - closest to Paramount Blvd)		00009815	22/07/2016	AF060716	EXP	A	TPCC_DW_08_PBOX	12	8oz DW-Sleeves Of (30) - Part Box of 360 Cups	$2.25	$2.475	0%	$27.00	$29.70		x3 pallets at 1.8m	Sale; AXI-KEM PTY. LTD.			22/07/2016		GST	$0.00	$2.70	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$3,717.45	EFT											Location1	C236	523
AXI-KEM PTY. LTD.		AXI-KEM PTY. LTD.	Guilford General Transport	110 Castro Way	(Enter via northern gate - closest to Paramount Blvd)		00009815	22/07/2016	AF060716	EXP	A	C236_AXIKEM_DW_12_AMANTI	31	12oz D/W (500) Amanti (ORANGE)	$42.50	$46.75	0%	$1,317.50	$1,449.25		x3 pallets at 1.8m	Sale; AXI-KEM PTY. LTD.			22/07/2016		GST	$0.00	$131.75	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$3,717.45	EFT											Location1	C236	523
AXI-KEM PTY. LTD.		AXI-KEM PTY. LTD.	Guilford General Transport	110 Castro Way	(Enter via northern gate - closest to Paramount Blvd)		00009815	22/07/2016	AF060716	EXP	A	JL_HL_8~16_W	26	8~16 oz Hot Sipper Lid (White)	$35.00	$38.50	0%	$910.00	$1,001.00		x3 pallets at 1.8m	Sale; AXI-KEM PTY. LTD.			22/07/2016		GST	$0.00	$91.00	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$3,717.45	EFT											Location1	C236	523

Fruizberry : KYLJ Pty Ltd		Fruizberry : KYLJ Pty Ltd	1 wooton road	Edwardstown  SA  5039			00009818	22/07/2016		SCT Logistics	A	C094_FRZBRY_FC_16_FRZBRY	84	Cont-440ML (605) Fruizberry	$60.50	$66.55	0%	$5,082.00	$5,590.20		x4 pallets at 2.4m high 	Sale; Fruizberry Pty Ltd			25/07/2016		GST	$0.00	$508.20	$0.00	$620.96	$683.06	GST	$0.00	$62.10	$0.00	I			2	0	30	0	0	$8,802.16												Location1	C094	271
Fruizberry : KYLJ Pty Ltd		Fruizberry : KYLJ Pty Ltd	1 wooton road	Edwardstown  SA  5039			00009818	22/07/2016		SCT Logistics	A	C094_FRZBRY_FC_20_FRZBRY	38	Cont-500ML (550) Fruizberry	$60.50	$66.55	0%	$2,299.00	$2,528.90		x4 pallets at 2.4m high 	Sale; Fruizberry Pty Ltd			25/07/2016		GST	$0.00	$229.90	$0.00	$620.96	$683.06	GST	$0.00	$62.10	$0.00	I			2	0	30	0	0	$8,802.16												Location1	C094	271

Lombard The Paper People		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00009837	22/07/2016	1040303 Hale	CLIENT'S OWN COURIER	A	C031_LOMB_SW_08T_HALEHEARTY	30	8ozT S/W (1,000) Hale & Hearty	$44.00	$48.40	0%	$1,320.00	$1,452.00		2 pallets for exchange	Sale; Lombard The Paper People			22/07/2016		GST	$0.00	$132.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$5,016.00	EFT											Location1	C031	39
Lombard The Paper People		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00009837	22/07/2016	1040303 Hale	CLIENT'S OWN COURIER	A	C031_LOMB_SW_12_HALEHEARTY	31	12oz S/W (1,000) Hale & Hearty	$60.00	$66.00	0%	$1,860.00	$2,046.00		2 pallets for exchange	Sale; Lombard The Paper People			22/07/2016		GST	$0.00	$186.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$5,016.00	EFT											Location1	C031	39
Lombard The Paper People		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00009837	22/07/2016	1040303 Hale	CLIENT'S OWN COURIER	A	PPL_SW_08T	3	8ozT S/W Printing Plate	$220.00	$242.00	0%	$660.00	$726.00		2 pallets for exchange	Sale; Lombard The Paper People			22/07/2016		GST	$0.00	$66.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$5,016.00	EFT												C031	39
Lombard The Paper People		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00009837	22/07/2016	1040303 Hale	CLIENT'S OWN COURIER	A	PPL_SW_12	3	12oz S/W Printing Plate	$240.00	$264.00	0%	$720.00	$792.00		2 pallets for exchange	Sale; Lombard The Paper People			22/07/2016		GST	$0.00	$72.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$5,016.00	EFT												C031	39

Savill Packaging Pty Ltd		Savill Packaging Pty Ltd	65 Langford Street,	Pooraka  S.A.  5095			00009859	22/07/2016	M19068 Burger	SCT	A	C204_SAVPAK_SW_16_BURBOS	19	16oz S/W (800) Burger Boss	$68.00	$74.80	0%	$1,292.00	$1,421.20		x1 pallet	Sale; Savill Packaging Pty Ltd			22/07/2016		GST	$0.00	$129.20	$0.00	$115.62	$127.18	GST	$0.00	$11.56	$0.00	I			2	0	30	0	0	$1,548.38	EFT											Location1	C204	482

The Royal Melbourne Golf Club		The Royal Melbourne Golf Club	Cheltenham Rd	Black Rock  VIC  3193			00009867	22/07/2016	8oz Cups 12/07	EXP	A	C247_TRMGC_SW_08_TRMGC	15	8oz S/W (1,000) Royal Melb GC	$65.00	$71.50	0%	$975.00	$1,072.50		x15 cartons	Sale; The Royal Melbourne Golf Club			25/07/2016		GST	$0.00	$97.50	$0.00	$45.00	$49.50	GST	$0.00	$4.50	$0.00	I			1	0	0	0	0	$1,122.00	EFT											Location1	C247	540

Sydney Packaging		Sydney Packaging	16 Day Street North	(Deliver until 3pm)	Silverwater  NSW  2128		00009924	22/07/2016	34027	Hi Trans	A	TPCC_FC_08_WH	8	280ML F/C (605) White	$45.38	$49.9175	0%	$363.04	$399.34		x1 half pallet	Sale; Sydney Packaging			22/07/2016		GST	$0.00	$36.30	$0.00	$115.00	$126.50	GST	$0.00	$11.50	$0.00	I			2	0	30	0	0	$1,251.84	EFT											Location1	C084	254
Sydney Packaging		Sydney Packaging	16 Day Street North	(Deliver until 3pm)	Silverwater  NSW  2128		00009924	22/07/2016	34027	Hi Trans	A	TPCC_FC_30_WH	8	700ML F/C (550) White	$82.50	$90.75	0%	$660.00	$726.00		x1 half pallet	Sale; Sydney Packaging			22/07/2016		GST	$0.00	$66.00	$0.00	$115.00	$126.50	GST	$0.00	$11.50	$0.00	I			2	0	30	0	0	$1,251.84	EFT											Location1	C084	254

Savill Packaging Pty Ltd		Savill Packaging Pty Ltd	65 Langford Street,	Pooraka  S.A.  5095			00009926	22/07/2016	M19132 - Mixed	SCT	A	JL_FLT_8~30_B	9	8~30oz Food TAB BLACK (600)	$41.00	$45.10	0%	$369.00	$405.90		x1 pallet	Sale; Savill Packaging Pty Ltd			22/07/2016		GST	$0.00	$36.90	$0.00	$134.10	$147.51	GST	$0.00	$13.41	$0.00	I			2	0	30	0	0	$2,353.01	EFT											Location1	C204	482
Savill Packaging Pty Ltd		Savill Packaging Pty Ltd	65 Langford Street,	Pooraka  S.A.  5095			00009926	22/07/2016	M19132 - Mixed	SCT	A	JL_CLD_22~24_DOME_H	2	22/24oz Lid Dome Hole(1,000)	$45.00	$49.50	0%	$90.00	$99.00		x1 pallet	Sale; Savill Packaging Pty Ltd			22/07/2016		GST	$0.00	$9.00	$0.00	$134.10	$147.51	GST	$0.00	$13.41	$0.00	I			2	0	30	0	0	$2,353.01	EFT											Location1	C204	482
Savill Packaging Pty Ltd		Savill Packaging Pty Ltd	65 Langford Street,	Pooraka  S.A.  5095			00009926	22/07/2016	M19132 - Mixed	SCT	A	JL_CLD_8~16_DOME_H	4	8~16 Dome Lid Hole (1,000)	$38.00	$41.80	0%	$152.00	$167.20		x1 pallet	Sale; Savill Packaging Pty Ltd			22/07/2016		GST	$0.00	$15.20	$0.00	$134.10	$147.51	GST	$0.00	$13.41	$0.00	I			2	0	30	0	0	$2,353.01	EFT											Location1	C204	482
Savill Packaging Pty Ltd		Savill Packaging Pty Ltd	65 Langford Street,	Pooraka  S.A.  5095			00009926	22/07/2016	M19132 - Mixed	SCT	A	JL_HL_8~16_W	10	8~16 oz Hot Sipper Lid (White)	$33.00	$36.30	0%	$330.00	$363.00		x1 pallet	Sale; Savill Packaging Pty Ltd			22/07/2016		GST	$0.00	$33.00	$0.00	$134.10	$147.51	GST	$0.00	$13.41	$0.00	I			2	0	30	0	0	$2,353.01	EFT											Location1	C204	482
Savill Packaging Pty Ltd		Savill Packaging Pty Ltd	65 Langford Street,	Pooraka  S.A.  5095			00009926	22/07/2016	M19132 - Mixed	SCT	A	JL_HL_8~16_B	28	8~16 oz Hot Sipper Lid (Black)	$38.00	$41.80	0%	$1,064.00	$1,170.40		x1 pallet	Sale; Savill Packaging Pty Ltd			22/07/2016		GST	$0.00	$106.40	$0.00	$134.10	$147.51	GST	$0.00	$13.41	$0.00	I			2	0	30	0	0	$2,353.01	EFT											Location1	C204	482

Savill Packaging Pty Ltd		Savill Packaging Pty Ltd	65 Langford Street,	Pooraka  S.A.  5095			00009962	22/07/2016	M19158	SCT	A	JL_HL_8~16_W	20	8~16 oz Hot Sipper Lid (White)	$33.00	$36.30	0%	$660.00	$726.00			Sale; Savill Packaging Pty Ltd			22/07/2016		GST	$0.00	$66.00	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$726.00	EFT											Location1	C204	482

MADLIN ALCHEIKH GROUP		MADLIN ALCHEIKH GROUP	23 Fabio Court,	CAMPBELLFIELD  VIC  3061			00009969	22/07/2016	8ozT White Lids	Pick Up	A	JL_HL_T8_W	10	8ozTHot Sipper Lid (White)	$30.00	$33.00	0%	$300.00	$330.00			Sale; MADLIN ALCHEIKH GROUP			22/07/2016		GST	$0.00	$30.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$330.00	EFT											Location1	C412	592

HPS Solutions		HPS Solutions	55 The Gateway	Broadmeadows  VIC  3047			00009970	22/07/2016	Freight 21/07	TPCC	A	Freight	1	Freight At Cost for 2 pallets ($15+GST per pallet)	$30.00	$33.00	0%	$30.00	$33.00		x2 pallets for delivery	Sale; HPS Solutions					GST	$0.00	$3.00	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$33.00	MasterCard												CO21	40

Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00009979	22/07/2016	1040044 Pt 2	REMA DIRECT	A	JL_HL_T8_W	64	8ozTHot Sipper Lid (White)	$25.00	$27.50	0%	$1,600.00	$1,760.00			Sale; Lombard The Paper People					GST	$0.00	$160.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$3,546.40	EFT											Location1	C031	39
Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00009979	22/07/2016	1040044 Pt 2	REMA DIRECT	A	JL_HL_8~16_W	56	8~16 oz Hot Sipper Lid (White)	$29.00	$31.90	0%	$1,624.00	$1,786.40			Sale; Lombard The Paper People					GST	$0.00	$162.40	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$3,546.40	EFT											Location1	C031	39

Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00009716	23/07/2016	1039948 Priscilla	ETA	A	C031_LOMB_SW_08T_PRISCILLAJ	16	8ozT S/W (1,000) Priscilla Jones	$44.00	$48.40	0%	$704.00	$774.40		1 pallet for exchange	Sale; Lombard The Paper People			06/07/2016		GST	$0.00	$70.40	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$2,390.96	EFT											Location1	C031	39
Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00009716	23/07/2016	1039948 Priscilla	ETA	A	TPCC_SW_08T_PBOX	13	8ozT S/W Sleeves Of (50) - Part Box of 650 Cups	$2.20	$2.42	0%	$28.60	$31.46		1 pallet for exchange	Sale; Lombard The Paper People			06/07/2016		GST	$0.00	$2.86	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$2,390.96	EFT											Location1	C031	39
Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00009716	23/07/2016	1039948 Priscilla	ETA	A	C031_LOMB_SW_12_PRISCILLAJ	16	12oz S/W (1,000) Priscilla Jones	$60.00	$66.00	0%	$960.00	$1,056.00		1 pallet for exchange	Sale; Lombard The Paper People			06/07/2016		GST	$0.00	$96.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$2,390.96	EFT											Location1	C031	39
Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00009716	23/07/2016	1039948 Priscilla	ETA	A	TPCC_SW_12_PBOX	7	12oz S/W Sleeves Of (50) Part Box of 350 Cups	$3.00	$3.30	0%	$21.00	$23.10		1 pallet for exchange	Sale; Lombard The Paper People			06/07/2016		GST	$0.00	$2.10	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$2,390.96	EFT											Location1	C031	39
Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00009716	23/07/2016	1039948 Priscilla	ETA	A	PPL_SW_08T	1	8ozT S/W Printing Plate	$220.00	$242.00	0%	$220.00	$242.00		1 pallet for exchange	Sale; Lombard The Paper People			06/07/2016		GST	$0.00	$22.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$2,390.96	EFT												C031	39
Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00009716	23/07/2016	1039948 Priscilla	ETA	A	PPL_SW_12	1	12oz S/W Printing Plate	$240.00	$264.00	0%	$240.00	$264.00		1 pallet for exchange	Sale; Lombard The Paper People			06/07/2016		GST	$0.00	$24.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$2,390.96	EFT												C031	39

IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	C449_ILMIO_SW_04_ILMIO	10	4oz S/W (1,000) IL Mio Pasta	$60.00	$66.00	0%	$600.00	$660.00		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$60.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07												Location1	C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	TPCC_SW_04_PBOX	21	4oz S/W PART BOX OF 840 CUPS (40)	$2.40	$2.64	0%	$50.40	$55.44		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$5.04	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07												Location1	C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	C449_ILMIO_SW_08T_ILMIO	15	8ozT S/W (1,000) IL Mio Pasta	$70.00	$77.00	0%	$1,050.00	$1,155.00		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$105.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07												Location1	C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	C449_ILMIO_SW_12_ILMIO	15	12oz S/W (1,000) IL Mio Pasta	$80.00	$88.00	0%	$1,200.00	$1,320.00		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$120.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07												Location1	C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	TPCC_SW_12_PBOX	17	12oz S/W Sleeves Of (50) - Part Box of 850 Cups	$4.00	$4.40	0%	$68.00	$74.80		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$6.80	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07												Location1	C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	C449_ILMIO_SW_16_ILMIO	19	16oz S/W (800)  IL Mio Pasta	$84.00	$92.40	0%	$1,596.00	$1,755.60		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$159.60	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07												Location1	C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	C449_ILMIO_FC_25_ILMIO	28	600ML F/C (550) Il Mio Pasta	$74.25	$81.675	0%	$2,079.00	$2,286.90		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$207.90	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07												Location1	C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	TPCC_FC_25_PBOX	9	Food Cont-600ML PART BOX OF 450 CUPS (50)	$6.75	$7.4256	0%	$60.75	$66.83		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$6.08	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07												Location1	C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	PPL_SW_04	1	4oz Printing Plate	$180.00	$198.00	0%	$180.00	$198.00		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$18.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07													C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	PPL_SW_08T	1	8ozT S/W Printing Plate	$220.00	$242.00	0%	$220.00	$242.00		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$22.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07													C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	PPL_SW_12	1	12oz S/W Printing Plate	$240.00	$264.00	0%	$240.00	$264.00		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$24.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07													C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	PPL_SW_16	1	16oz S/W Printing Plate	$280.00	$308.00	0%	$280.00	$308.00		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$28.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07													C449	1203
IL Mio Pasta Cafe		IL Mio Pasta Cafe	199 William Street	Melbourne  VIC  3000			00009457	25/07/2016		Pick Up	A	JL_HL_8~16_W	32	8~16 oz Hot Sipper Lid (White)	$40.00	$44.00	0%	$1,280.00	$1,408.00		5 plain pallets for exchange at 1.8m high	Sale; IL Mio Pasta Cafe					GST	$0.00	$128.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$11,516.07												Location1	C449	1203
